时间,轴心轨迹
2020-12-10 02:16:34,0.3
2020-12-10 02:16:44,0.32
2020-12-10 02:16:54,0.31
2020-12-10 02:17:04,0.32
2020-12-10 02:17:14,0.29
2020-12-10 02:17:24,0.3
2020-12-10 02:17:34,0.29
2020-12-10 02:17:44,0.3
2020-12-10 02:17:54,0.3
2020-12-10 02:18:04,0.31
2020-12-10 02:18:14,0.32
2020-12-10 02:18:24,0.3
2020-12-10 02:18:34,0.31
2020-12-10 02:18:44,0.29
2020-12-10 02:18:54,0.32
2020-12-10 02:19:04,0.3
2020-12-10 02:19:14,0.29
2020-12-10 02:19:24,0.32
2020-12-10 02:19:34,0.31
2020-12-10 02:19:44,0.29
2020-12-10 02:19:54,0.3
2020-12-10 02:20:04,0.3
2020-12-10 02:20:14,0.29
2020-12-10 02:20:24,0.3
2020-12-10 02:20:34,0.31
2020-12-10 02:20:44,0.33
2020-12-10 02:20:54,0.29
2020-12-10 02:21:04,0.28
2020-12-10 02:21:14,0.32
2020-12-10 02:21:24,0.31
2020-12-10 02:21:34,0.31
2020-12-10 02:21:44,0.29
2020-12-10 02:21:54,0.29
2020-12-10 02:22:04,0.32
2020-12-10 02:22:14,0.29
2020-12-10 02:22:24,0.3
2020-12-10 02:22:34,0.3
2020-12-10 02:22:44,0.31
2020-12-10 02:22:54,0.29
2020-12-10 02:23:04,0.31
2020-12-10 02:23:14,0.31
2020-12-10 02:23:24,0.32
2020-12-10 02:23:34,0.32
2020-12-10 02:23:44,0.32
2020-12-10 02:23:54,0.35
2020-12-10 02:24:04,0.3
2020-12-10 02:24:14,0.3
2020-12-10 02:24:24,0.32
2020-12-10 02:24:34,0.36
2020-12-10 02:24:44,0.35
2020-12-10 02:24:54,0.37
2020-12-10 02:25:04,0.36
2020-12-10 02:25:14,0.36
2020-12-10 02:25:24,0.36
2020-12-10 02:25:34,0.31
2020-12-10 02:25:44,0.29
2020-12-10 02:25:54,0.31
2020-12-10 02:26:04,0.31
2020-12-10 02:26:14,0.3
2020-12-10 02:26:24,0.33
2020-12-10 02:26:34,0.31
2020-12-10 02:26:44,0.29
2020-12-10 02:26:54,0.31
2020-12-10 02:27:04,0.3
2020-12-10 02:27:14,0.3
2020-12-10 02:27:24,0.3
2020-12-10 02:27:34,0.31
2020-12-10 02:27:44,0.29
2020-12-10 02:27:54,0.3
2020-12-10 02:28:04,0.31
2020-12-10 02:28:14,0.31
2020-12-10 02:28:24,0.3
2020-12-10 02:28:34,0.36
2020-12-10 02:28:44,0.31
2020-12-10 02:28:54,0.33
2020-12-10 02:29:04,0.3
2020-12-10 02:29:14,0.32
2020-12-10 02:29:24,0.29
2020-12-10 02:29:34,0.31
2020-12-10 02:29:44,0.3
2020-12-10 02:29:54,0.29
2020-12-10 02:30:04,0.32
2020-12-10 02:30:14,0.29
2020-12-10 02:30:24,0.3
2020-12-10 02:30:34,0.31
2020-12-10 02:30:44,0.33
2020-12-10 02:30:54,0.29
2020-12-10 02:31:04,0.3
2020-12-10 02:31:14,0.31
2020-12-10 02:31:24,0.29
2020-12-10 02:31:34,0.31
2020-12-10 02:31:44,0.3
2020-12-10 02:31:54,0.31
2020-12-10 02:32:04,0.3
2020-12-10 02:32:14,0.3
2020-12-10 02:32:24,0.3
2020-12-10 02:32:34,0.3
2020-12-10 02:32:44,0.28
2020-12-10 02:32:54,0.31
2020-12-10 02:33:04,0.31
2020-12-10 02:33:14,0.3
2020-12-10 02:33:24,0.29
2020-12-10 02:33:34,0.3
2020-12-10 02:33:44,0.3
2020-12-10 02:33:54,0.28
2020-12-10 02:34:04,0.31
2020-12-10 02:34:14,0.3
2020-12-10 02:34:24,0.29
2020-12-10 02:34:34,0.3
2020-12-10 02:34:44,0.32
2020-12-10 02:34:54,0.31
2020-12-10 02:35:04,0.29
2020-12-10 02:35:14,0.32
2020-12-10 02:35:24,0.32
2020-12-10 02:35:34,0.33
2020-12-10 02:35:44,0.3
2020-12-10 02:35:54,0.31
2020-12-10 02:36:04,0.3
2020-12-10 02:36:14,0.3
2020-12-10 02:36:24,0.31
2020-12-10 02:36:34,0.3
2020-12-10 02:36:44,0.31
2020-12-10 02:36:54,0.31
2020-12-10 02:37:04,0.31
2020-12-10 02:37:14,0.31
2020-12-10 02:37:24,0.3
2020-12-10 02:37:34,0.3
2020-12-10 02:37:44,0.32
2020-12-10 02:37:54,0.33
2020-12-10 02:38:04,0.3
2020-12-10 02:38:14,0.29
2020-12-10 02:38:24,0.32
2020-12-10 02:38:34,0.32
2020-12-10 02:38:44,0.32
2020-12-10 02:38:54,0.3
2020-12-10 02:39:04,0.31
2020-12-10 02:39:14,0.34
2020-12-10 02:39:24,0.3
2020-12-10 02:39:34,0.34
2020-12-10 02:39:44,0.36
2020-12-10 02:39:54,0.36
2020-12-10 02:40:04,0.37
2020-12-10 02:40:14,0.37
2020-12-10 02:40:24,0.36
2020-12-10 02:40:34,0.36
2020-12-10 02:40:44,0.37
2020-12-10 02:40:54,0.36
2020-12-10 02:41:04,0.35
2020-12-10 02:41:14,0.36
2020-12-10 02:41:24,0.36
2020-12-10 02:41:34,0.36
2020-12-10 02:41:44,0.37
2020-12-10 02:41:54,0.34
2020-12-10 02:42:04,0.38
2020-12-10 02:42:14,0.33
2020-12-10 02:42:24,0.35
2020-12-10 02:42:34,0.34
2020-12-10 02:42:44,0.38
2020-12-10 02:42:54,0.31
2020-12-10 02:43:04,0.34
2020-12-10 02:43:14,0.33
2020-12-10 02:43:24,0.34
2020-12-10 02:43:34,0.37
2020-12-10 02:43:44,0.33
2020-12-10 02:43:54,0.32
2020-12-10 02:44:04,0.32
2020-12-10 02:44:14,0.32
2020-12-10 02:44:24,0.32
2020-12-10 02:44:34,0.32
2020-12-10 02:44:44,0.31
2020-12-10 02:44:54,0.31
2020-12-10 02:45:04,0.3
2020-12-10 02:45:14,0.32
2020-12-10 02:45:24,0.33
2020-12-10 02:45:34,0.36
2020-12-10 02:45:44,0.32
2020-12-10 02:45:54,0.3
2020-12-10 02:46:04,0.3
2020-12-10 02:46:14,0.31
2020-12-10 02:46:24,0.32
2020-12-10 02:46:34,0.29
2020-12-10 02:46:44,0.33
2020-12-10 02:46:54,0.3
2020-12-10 02:47:04,0.29
2020-12-10 02:47:14,0.32
2020-12-10 02:47:24,0.3
2020-12-10 02:47:34,0.3
2020-12-10 02:47:44,0.3
2020-12-10 02:47:54,0.33
2020-12-10 02:48:04,0.3
2020-12-10 02:48:14,0.28
2020-12-10 02:48:24,0.3
2020-12-10 02:48:34,0.29
2020-12-10 02:48:44,0.29
2020-12-10 02:48:54,0.29
2020-12-10 02:49:04,0.32
2020-12-10 02:49:14,0.3
2020-12-10 02:49:24,0.3
2020-12-10 02:49:34,0.29
2020-12-10 02:49:44,0.31
2020-12-10 02:49:54,0.3
2020-12-10 02:50:04,0.3
2020-12-10 02:50:14,0.31
2020-12-10 02:50:24,0.31
2020-12-10 02:50:34,0.29
2020-12-10 02:50:44,0.31
2020-12-10 02:50:54,0.31
2020-12-10 02:51:04,0.31
2020-12-10 02:51:14,0.3
2020-12-10 02:51:24,0.32
2020-12-10 02:51:34,0.3
2020-12-10 02:51:44,0.31
2020-12-10 02:51:54,0.29
2020-12-10 02:52:04,0.32
2020-12-10 02:52:14,0.31
2020-12-10 02:52:24,0.31
2020-12-10 02:52:34,0.3
2020-12-10 02:52:44,0.32
2020-12-10 02:52:54,0.32
2020-12-10 02:53:04,0.32
2020-12-10 02:53:14,0.33
2020-12-10 02:53:24,0.32
2020-12-10 02:53:34,0.32
2020-12-10 02:53:44,0.3
2020-12-10 02:53:54,0.33
2020-12-10 02:54:04,0.32
2020-12-10 02:54:14,0.31
2020-12-10 02:54:24,0.32
2020-12-10 02:54:34,0.33
2020-12-10 02:54:44,0.32
2020-12-10 02:54:54,0.33
2020-12-10 02:55:04,0.33
2020-12-10 02:55:14,0.33
2020-12-10 02:55:24,0.36
2020-12-10 02:55:34,0.35
2020-12-10 02:55:44,0.36
2020-12-10 02:55:54,0.38
2020-12-10 02:56:04,0.36
2020-12-10 02:56:14,0.35
2020-12-10 02:56:24,0.35
2020-12-10 02:56:34,0.36
2020-12-10 02:56:44,0.33
2020-12-10 02:56:54,0.37
2020-12-10 02:57:04,0.36
2020-12-10 02:57:14,0.35
2020-12-10 02:57:24,0.36
2020-12-10 02:57:34,0.36
2020-12-10 02:57:44,0.36
2020-12-10 02:57:54,0.36
2020-12-10 02:58:04,0.36
2020-12-10 02:58:14,0.34
2020-12-10 02:58:24,0.33
2020-12-10 02:58:34,0.3
2020-12-10 02:58:44,0.34
2020-12-10 02:58:54,0.32
2020-12-10 02:59:04,0.32
2020-12-10 02:59:14,0.31
2020-12-10 02:59:24,0.31
2020-12-10 02:59:34,0.34
2020-12-10 02:59:44,0.31
2020-12-10 02:59:54,0.32
2020-12-10 03:00:04,0.32
2020-12-10 03:00:14,0.32
2020-12-10 03:00:24,0.31
2020-12-10 03:00:34,0.3
2020-12-10 03:00:44,0.33
2020-12-10 03:00:54,0.33
2020-12-10 03:01:04,0.3
2020-12-10 03:01:14,0.32
2020-12-10 03:01:24,0.35
2020-12-10 03:01:34,0.33
2020-12-10 03:01:44,0.31
2020-12-10 03:01:54,0.32
2020-12-10 03:02:04,0.31
2020-12-10 03:02:14,0.3
2020-12-10 03:02:24,0.33
2020-12-10 03:02:34,0.31
2020-12-10 03:02:44,0.32
2020-12-10 03:02:54,0.32
2020-12-10 03:03:04,0.31
2020-12-10 03:03:14,0.31
2020-12-10 03:03:24,0.33
2020-12-10 03:03:34,0.33
2020-12-10 03:03:44,0.32
2020-12-10 03:03:54,0.33
2020-12-10 03:04:04,0.32
2020-12-10 03:04:14,0.32
2020-12-10 03:04:24,0.31
2020-12-10 03:04:34,0.33
2020-12-10 03:04:44,0.31
2020-12-10 03:04:54,0.32
2020-12-10 03:05:04,0.32
2020-12-10 03:05:14,0.31
2020-12-10 03:05:24,0.3
2020-12-10 03:05:34,0.32
2020-12-10 03:05:44,0.32
2020-12-10 03:05:54,0.3
2020-12-10 03:06:04,0.32
2020-12-10 03:06:14,0.32
2020-12-10 03:06:24,0.32
2020-12-10 03:06:34,0.31
2020-12-10 03:06:44,0.31
2020-12-10 03:06:54,0.31
2020-12-10 03:07:04,0.34
2020-12-10 03:07:14,0.32
2020-12-10 03:07:24,0.32
2020-12-10 03:07:34,0.32
2020-12-10 03:07:44,0.3
2020-12-10 03:07:54,0.32
2020-12-10 03:08:04,0.31
2020-12-10 03:08:14,0.31
2020-12-10 03:08:24,0.32
2020-12-10 03:08:34,0.3
2020-12-10 03:08:44,0.3
2020-12-10 03:08:54,0.31
2020-12-10 03:09:04,0.31
2020-12-10 03:09:14,0.31
2020-12-10 03:09:24,0.32
2020-12-10 03:09:34,0.32
2020-12-10 03:09:44,0.31
2020-12-10 03:09:54,0.34
2020-12-10 03:10:04,0.33
2020-12-10 03:10:14,0.32
2020-12-10 03:10:24,0.36
2020-12-10 03:10:34,0.38
2020-12-10 03:10:44,0.38
2020-12-10 03:10:54,0.38
2020-12-10 03:11:04,0.32
2020-12-10 03:11:14,0.34
2020-12-10 03:11:24,0.35
2020-12-10 03:11:34,0.35
2020-12-10 03:11:44,0.36
2020-12-10 03:11:54,0.37
2020-12-10 03:12:04,0.37
2020-12-10 03:12:14,0.33
2020-12-10 03:12:24,0.32
2020-12-10 03:12:34,0.32
2020-12-10 03:12:44,0.3
2020-12-10 03:12:54,0.29
2020-12-10 03:13:04,0.32
2020-12-10 03:13:14,0.32
2020-12-10 03:13:24,0.33
2020-12-10 03:13:34,0.32
2020-12-10 03:13:44,0.32
2020-12-10 03:13:54,0.3
2020-12-10 03:14:04,0.29
2020-12-10 03:14:14,0.32
2020-12-10 03:14:24,0.32
2020-12-10 03:14:34,0.31
2020-12-10 03:14:44,0.29
2020-12-10 03:14:54,0.32
2020-12-10 03:15:04,0.32
2020-12-10 03:15:14,0.3
2020-12-10 03:15:24,0.34
2020-12-10 03:15:34,0.32
2020-12-10 03:15:44,0.32
2020-12-10 03:15:54,0.32
2020-12-10 03:16:04,0.33
2020-12-10 03:16:14,0.37
2020-12-10 03:16:24,0.33
2020-12-10 03:16:34,0.3
2020-12-10 03:16:44,0.31
2020-12-10 03:16:54,0.32
2020-12-10 03:17:04,0.32
2020-12-10 03:17:14,0.33
2020-12-10 03:17:24,0.31
2020-12-10 03:17:34,0.34
2020-12-10 03:17:44,0.3
2020-12-10 03:17:54,0.32
2020-12-10 03:18:04,0.32
2020-12-10 03:18:14,0.31
2020-12-10 03:18:24,0.31
2020-12-10 03:18:34,0.32
2020-12-10 03:18:44,0.32
2020-12-10 03:18:54,0.35
2020-12-10 03:19:04,0.33
2020-12-10 03:19:14,0.31
2020-12-10 03:19:24,0.31
2020-12-10 03:19:34,0.3
2020-12-10 03:19:44,0.33
2020-12-10 03:19:54,0.3
2020-12-10 03:20:04,0.33
2020-12-10 03:20:14,0.31
2020-12-10 03:20:24,0.32
2020-12-10 03:20:34,0.33
2020-12-10 03:20:44,0.32
2020-12-10 03:20:54,0.32
2020-12-10 03:21:04,0.3
2020-12-10 03:21:14,0.3
2020-12-10 03:21:24,0.31
2020-12-10 03:21:34,0.31
2020-12-10 03:21:44,0.31
2020-12-10 03:21:54,0.31
2020-12-10 03:22:04,0.31
2020-12-10 03:22:14,0.31
2020-12-10 03:22:24,0.31
2020-12-10 03:22:34,0.29
2020-12-10 03:22:44,0.33
2020-12-10 03:22:54,0.32
2020-12-10 03:23:04,0.32
2020-12-10 03:23:14,0.31
2020-12-10 03:23:24,0.32
2020-12-10 03:23:34,0.32
2020-12-10 03:23:44,0.32
2020-12-10 03:23:54,0.31
2020-12-10 03:24:04,0.32
2020-12-10 03:24:14,0.3
2020-12-10 03:24:24,0.32
2020-12-10 03:24:34,0.3
2020-12-10 03:24:44,0.31
2020-12-10 03:24:54,0.31
2020-12-10 03:25:04,0.3
2020-12-10 03:25:14,0.31
2020-12-10 03:25:24,0.33
2020-12-10 03:25:34,0.31
2020-12-10 03:25:44,0.32
2020-12-10 03:25:54,0.33
2020-12-10 03:26:04,0.35
2020-12-10 03:26:14,0.35
2020-12-10 03:26:24,0.35
2020-12-10 03:26:34,0.38
2020-12-10 03:26:44,0.38
2020-12-10 03:26:54,0.36
2020-12-10 03:27:04,0.36
2020-12-10 03:27:14,0.37
2020-12-10 03:27:24,0.34
2020-12-10 03:27:34,0.36
2020-12-10 03:27:44,0.34
2020-12-10 03:27:54,0.35
2020-12-10 03:28:04,0.31
2020-12-10 03:28:14,0.33
2020-12-10 03:28:24,0.31
2020-12-10 03:28:34,0.31
2020-12-10 03:28:44,0.32
2020-12-10 03:28:54,0.34
2020-12-10 03:29:04,0.35
2020-12-10 03:29:14,0.31
2020-12-10 03:29:24,0.34
2020-12-10 03:29:34,0.32
2020-12-10 03:29:44,0.32
2020-12-10 03:29:54,0.34
2020-12-10 03:30:04,0.31
2020-12-10 03:30:14,0.32
2020-12-10 03:30:24,0.33
2020-12-10 03:30:34,0.32
2020-12-10 03:30:44,0.31
2020-12-10 03:30:54,0.35
2020-12-10 03:31:04,0.35
2020-12-10 03:31:14,0.31
2020-12-10 03:31:24,0.32
2020-12-10 03:31:34,0.3
2020-12-10 03:31:44,0.31
2020-12-10 03:31:54,0.32
2020-12-10 03:32:04,0.34
2020-12-10 03:32:14,0.32
2020-12-10 03:32:24,0.33
2020-12-10 03:32:34,0.3
2020-12-10 03:32:44,0.32
2020-12-10 03:32:54,0.34
2020-12-10 03:33:04,0.36
2020-12-10 03:33:14,0.32
2020-12-10 03:33:24,0.32
2020-12-10 03:33:34,0.32
2020-12-10 03:33:44,0.3
2020-12-10 03:33:54,0.34
2020-12-10 03:34:04,0.31
2020-12-10 03:34:14,0.3
2020-12-10 03:34:24,0.32
2020-12-10 03:34:34,0.32
2020-12-10 03:34:44,0.31
2020-12-10 03:34:54,0.32
2020-12-10 03:35:04,0.31
2020-12-10 03:35:14,0.32
2020-12-10 03:35:24,0.29
2020-12-10 03:35:34,0.32
2020-12-10 03:35:44,0.32
2020-12-10 03:35:54,0.3
2020-12-10 03:36:04,0.31
2020-12-10 03:36:14,0.32
2020-12-10 03:36:24,0.3
2020-12-10 03:36:34,0.31
2020-12-10 03:36:44,0.3
2020-12-10 03:36:54,0.31
2020-12-10 03:37:04,0.31
2020-12-10 03:37:14,0.32
2020-12-10 03:37:24,0.34
2020-12-10 03:37:34,0.33
2020-12-10 03:37:44,0.29
2020-12-10 03:37:54,0.31
2020-12-10 03:38:04,0.33
2020-12-10 03:38:14,0.32
2020-12-10 03:38:24,0.31
2020-12-10 03:38:34,0.3
2020-12-10 03:38:44,0.31
2020-12-10 03:38:54,0.32
2020-12-10 03:39:04,0.3
2020-12-10 03:39:14,0.31
2020-12-10 03:39:24,0.31
2020-12-10 03:39:34,0.31
2020-12-10 03:39:44,0.3
2020-12-10 03:39:54,0.31
2020-12-10 03:40:04,0.32
2020-12-10 03:40:14,0.29
2020-12-10 03:40:24,0.31
2020-12-10 03:40:34,0.31
2020-12-10 03:40:44,0.34
2020-12-10 03:40:54,0.3
2020-12-10 03:41:04,0.31
2020-12-10 03:41:14,0.31
2020-12-10 03:41:24,0.31
2020-12-10 03:41:34,0.31
2020-12-10 03:41:44,0.33
2020-12-10 03:41:54,0.31
2020-12-10 03:42:04,0.31
2020-12-10 03:42:14,0.33
2020-12-10 03:42:24,0.35
2020-12-10 03:42:34,0.31
2020-12-10 03:42:44,0.34
2020-12-10 03:42:54,0.36
2020-12-10 03:43:04,0.37
2020-12-10 03:43:14,0.38
2020-12-10 03:43:24,0.31
2020-12-10 03:43:34,0.32
2020-12-10 03:43:44,0.33
2020-12-10 03:43:54,0.31
2020-12-10 03:44:04,0.33
2020-12-10 03:44:14,0.31
2020-12-10 03:44:24,0.32
2020-12-10 03:44:34,0.31
2020-12-10 03:44:44,0.31
2020-12-10 03:44:54,0.34
2020-12-10 03:45:04,0.3
2020-12-10 03:45:14,0.32
2020-12-10 03:45:24,0.32
2020-12-10 03:45:34,0.33
2020-12-10 03:45:44,0.33
2020-12-10 03:45:54,0.32
2020-12-10 03:46:04,0.32
2020-12-10 03:46:14,0.32
2020-12-10 03:46:24,0.32
2020-12-10 03:46:34,0.3
2020-12-10 03:46:44,0.31
2020-12-10 03:46:54,0.32
2020-12-10 03:47:04,0.34
2020-12-10 03:47:14,0.33
2020-12-10 03:47:24,0.33
2020-12-10 03:47:34,0.33
2020-12-10 03:47:44,0.33
2020-12-10 03:47:54,0.33
2020-12-10 03:48:04,0.33
2020-12-10 03:48:14,0.34
2020-12-10 03:48:24,0.31
2020-12-10 03:48:34,0.33
2020-12-10 03:48:44,0.33
2020-12-10 03:48:54,0.34
2020-12-10 03:49:04,0.34
2020-12-10 03:49:14,0.34
2020-12-10 03:49:24,0.35
2020-12-10 03:49:34,0.31
2020-12-10 03:49:44,0.31
2020-12-10 03:49:54,0.34
2020-12-10 03:50:04,0.35
2020-12-10 03:50:14,0.35
2020-12-10 03:50:24,0.33
2020-12-10 03:50:34,0.33
2020-12-10 03:50:44,0.33
2020-12-10 03:50:54,0.33
2020-12-10 03:51:04,0.32
2020-12-10 03:51:14,0.34
2020-12-10 03:51:24,0.34
2020-12-10 03:51:34,0.33
2020-12-10 03:51:44,0.33
2020-12-10 03:51:54,0.34
2020-12-10 03:52:04,0.32
2020-12-10 03:52:14,0.32
2020-12-10 03:52:24,0.34
2020-12-10 03:52:34,0.34
2020-12-10 03:52:44,0.33
2020-12-10 03:52:54,0.32
2020-12-10 03:53:04,0.34
2020-12-10 03:53:14,0.32
2020-12-10 03:53:24,0.32
2020-12-10 03:53:34,0.34
2020-12-10 03:53:44,0.33
2020-12-10 03:53:54,0.34
2020-12-10 03:54:04,0.32
2020-12-10 03:54:14,0.32
2020-12-10 03:54:24,0.33
2020-12-10 03:54:34,0.3
2020-12-10 03:54:44,0.3
2020-12-10 03:54:54,0.33
2020-12-10 03:55:04,0.33
2020-12-10 03:55:14,0.31
2020-12-10 03:55:24,0.34
2020-12-10 03:55:34,0.32
2020-12-10 03:55:44,0.33
2020-12-10 03:55:54,0.32
2020-12-10 03:56:04,0.31
2020-12-10 03:56:14,0.31
2020-12-10 03:56:24,0.33
2020-12-10 03:56:34,0.32
2020-12-10 03:56:44,0.32
2020-12-10 03:56:54,0.33
2020-12-10 03:57:04,0.32
2020-12-10 03:57:14,0.3
2020-12-10 03:57:24,0.32
2020-12-10 03:57:34,0.31
2020-12-10 03:57:44,0.33
2020-12-10 03:57:54,0.35
2020-12-10 03:58:04,0.31
2020-12-10 03:58:14,0.31
2020-12-10 03:58:24,0.34
2020-12-10 03:58:34,0.35
2020-12-10 03:58:44,0.36
2020-12-10 03:58:54,0.34
2020-12-10 03:59:04,0.35
2020-12-10 03:59:14,0.31
2020-12-10 03:59:24,0.32
2020-12-10 03:59:34,0.34
2020-12-10 03:59:44,0.34
2020-12-10 03:59:54,0.32
2020-12-10 04:00:04,0.31
2020-12-10 04:00:14,0.32
2020-12-10 04:00:24,0.32
2020-12-10 04:00:34,0.31
2020-12-10 04:00:44,0.33
2020-12-10 04:00:54,0.32
2020-12-10 04:01:04,0.34
2020-12-10 04:01:14,0.32
2020-12-10 04:01:24,0.33
2020-12-10 04:01:34,0.34
2020-12-10 04:01:44,0.35
2020-12-10 04:01:54,0.32
2020-12-10 04:02:04,0.33
2020-12-10 04:02:14,0.33
2020-12-10 04:02:24,0.33
2020-12-10 04:02:34,0.31
2020-12-10 04:02:44,0.32
2020-12-10 04:02:54,0.35
2020-12-10 04:03:04,0.34
2020-12-10 04:03:14,0.32
2020-12-10 04:03:24,0.32
2020-12-10 04:03:34,0.35
2020-12-10 04:03:44,0.33
2020-12-10 04:03:54,0.32
2020-12-10 04:04:04,0.34
2020-12-10 04:04:14,0.33
2020-12-10 04:04:24,0.33
2020-12-10 04:04:34,0.32
2020-12-10 04:04:44,0.33
2020-12-10 04:04:54,0.31
2020-12-10 04:05:04,0.33
2020-12-10 04:05:14,0.32
2020-12-10 04:05:24,0.32
2020-12-10 04:05:34,0.32
2020-12-10 04:05:44,0.32
2020-12-10 04:05:54,0.33
2020-12-10 04:06:04,0.32
2020-12-10 04:06:14,0.31
2020-12-10 04:06:24,0.33
2020-12-10 04:06:34,0.31
2020-12-10 04:06:44,0.33
2020-12-10 04:06:54,0.3
2020-12-10 04:07:04,0.32
2020-12-10 04:07:14,0.32
2020-12-10 04:07:24,0.32
2020-12-10 04:07:34,0.33
2020-12-10 04:07:44,0.33
2020-12-10 04:07:54,0.32
2020-12-10 04:08:04,0.31
2020-12-10 04:08:14,0.32
2020-12-10 04:08:24,0.33
2020-12-10 04:08:34,0.35
2020-12-10 04:08:44,0.31
2020-12-10 04:08:54,0.33
2020-12-10 04:09:04,0.32
2020-12-10 04:09:14,0.32
2020-12-10 04:09:24,0.34
2020-12-10 04:09:34,0.32
2020-12-10 04:09:44,0.33
2020-12-10 04:09:54,0.32
2020-12-10 04:10:04,0.31
2020-12-10 04:10:14,0.32
2020-12-10 04:10:24,0.34
2020-12-10 04:10:34,0.3
2020-12-10 04:10:44,0.31
2020-12-10 04:10:54,0.33
2020-12-10 04:11:04,0.32
2020-12-10 04:11:14,0.32
2020-12-10 04:11:24,0.36
2020-12-10 04:11:34,0.34
2020-12-10 04:11:44,0.31
2020-12-10 04:11:54,0.33
2020-12-10 04:12:04,0.33
2020-12-10 04:12:14,0.32
2020-12-10 04:12:24,0.32
2020-12-10 04:12:34,0.31
2020-12-10 04:12:44,0.32
2020-12-10 04:12:54,0.3
2020-12-10 04:13:04,0.31
2020-12-10 04:13:14,0.32
2020-12-10 04:13:24,0.33
2020-12-10 04:13:34,0.33
2020-12-10 04:13:44,0.31
2020-12-10 04:13:54,0.36
2020-12-10 04:14:04,0.33
2020-12-10 04:14:14,0.36
2020-12-10 04:14:24,0.35
2020-12-10 04:14:34,0.36
2020-12-10 04:14:44,0.33
2020-12-10 04:14:54,0.32
2020-12-10 04:15:04,0.32
2020-12-10 04:15:14,0.32
2020-12-10 04:15:24,0.31
2020-12-10 04:15:34,0.32
2020-12-10 04:15:44,0.33
2020-12-10 04:15:54,0.32
2020-12-10 04:16:04,0.33
2020-12-10 04:16:14,0.31
2020-12-10 04:16:24,0.32
2020-12-10 04:16:34,0.33
2020-12-10 04:16:44,0.34
2020-12-10 04:16:54,0.32
2020-12-10 04:17:04,0.33
2020-12-10 04:17:14,0.34
2020-12-10 04:17:24,0.34
2020-12-10 04:17:34,0.31
2020-12-10 04:17:44,0.33
2020-12-10 04:17:54,0.32
2020-12-10 04:18:04,0.31
2020-12-10 04:18:14,0.32
2020-12-10 04:18:24,0.31
2020-12-10 04:18:34,0.34
2020-12-10 04:18:44,0.33
2020-12-10 04:18:54,0.33
2020-12-10 04:19:04,0.32
2020-12-10 04:19:14,0.31
2020-12-10 04:19:24,0.33
2020-12-10 04:19:34,0.32
2020-12-10 04:19:44,0.33
2020-12-10 04:19:54,0.32
2020-12-10 04:20:04,0.3
2020-12-10 04:20:14,0.32
2020-12-10 04:20:24,0.36
2020-12-10 04:20:34,0.32
2020-12-10 04:20:44,0.33
2020-12-10 04:20:54,0.33
2020-12-10 04:21:04,0.32
2020-12-10 04:21:14,0.31
2020-12-10 04:21:24,0.31
2020-12-10 04:21:34,0.32
2020-12-10 04:21:44,0.3
2020-12-10 04:21:54,0.31
2020-12-10 04:22:04,0.33
2020-12-10 04:22:14,0.32
2020-12-10 04:22:24,0.31
2020-12-10 04:22:34,0.32
2020-12-10 04:22:44,0.3
2020-12-10 04:22:54,0.31
2020-12-10 04:23:04,0.31
2020-12-10 04:23:14,0.31
2020-12-10 04:23:24,0.31
2020-12-10 04:23:34,0.31
2020-12-10 04:23:44,0.3
2020-12-10 04:23:54,0.32
2020-12-10 04:24:04,0.32
2020-12-10 04:24:14,0.32
2020-12-10 04:24:24,0.31
2020-12-10 04:24:34,0.34
2020-12-10 04:24:44,0.31
2020-12-10 04:24:54,0.32
2020-12-10 04:25:04,0.31
2020-12-10 04:25:14,0.32
2020-12-10 04:25:24,0.29
2020-12-10 04:25:34,0.31
2020-12-10 04:25:44,0.32
2020-12-10 04:25:54,0.32
2020-12-10 04:26:04,0.3
2020-12-10 04:26:14,0.32
2020-12-10 04:26:24,0.31
2020-12-10 04:26:34,0.33
2020-12-10 04:26:44,0.3
2020-12-10 04:26:54,0.31
2020-12-10 04:27:04,0.31
2020-12-10 04:27:14,0.3
2020-12-10 04:27:24,0.32
2020-12-10 04:27:34,0.34
2020-12-10 04:27:44,0.31
2020-12-10 04:27:54,0.3
2020-12-10 04:28:04,0.31
2020-12-10 04:28:14,0.31
2020-12-10 04:28:24,0.31
2020-12-10 04:28:34,0.31
2020-12-10 04:28:44,0.31
2020-12-10 04:28:54,0.31
2020-12-10 04:29:04,0.34
2020-12-10 04:29:14,0.33
2020-12-10 04:29:24,0.33
2020-12-10 04:29:34,0.36
2020-12-10 04:29:44,0.33
2020-12-10 04:29:54,0.33
2020-12-10 04:30:04,0.32
2020-12-10 04:30:14,0.31
2020-12-10 04:30:24,0.3
2020-12-10 04:30:34,0.31
2020-12-10 04:30:44,0.31
2020-12-10 04:30:54,0.31
2020-12-10 04:31:04,0.31
2020-12-10 04:31:14,0.32
2020-12-10 04:31:24,0.31
2020-12-10 04:31:34,0.32
2020-12-10 04:31:44,0.33
2020-12-10 04:31:54,0.34
2020-12-10 04:32:04,0.32
2020-12-10 04:32:14,0.32
2020-12-10 04:32:24,0.32
2020-12-10 04:32:34,0.33
2020-12-10 04:32:44,0.3
2020-12-10 04:32:54,0.33
2020-12-10 04:33:04,0.34
2020-12-10 04:33:14,0.32
2020-12-10 04:33:24,0.31
